nm1299267	tt0009781,tt4829450,tt2376024,tt3194412,tt3797076,tt1642662
nm0471438	tt0823209,tt0237625,tt4799700,tt2419838,tt0823209,tt0175269,tt0040155,tt2528466
nm0596008	tt0193891,tt2960920,tt8420192,tt2676892,tt0175269,tt8287172,tt3290562
nm0713593	tt1631867,tt3113842,tt0175269,tt7082992
nm0788899	tt2419838,tt3194412,tt3797076,tt2124829,tt0045281,tt0139339,tt8726166
nm0802364	tt8312224,tt7297956,tt2244697,tt0323860,tt7975674,tt1736040,tt7975674,tt0103735
nm0802365	tt8287172,tt4269966,tt1874759,tt2960678,tt7659522,tt1886574,tt7699284,tt0012759
nm1021410	tt1553930,tt0154028,tt0358063,tt3317762,tt0008424,tt0329506,tt1927164,tt0061438,tt8287172
nm1024919	tt0198965,tt0293332,tt8787396,tt7435274,tt8726166,tt1887751,tt2351277,tt0312374
nm1029667	tt1332007,tt3815126
nm1040429	tt0317136,tt7659522,tt3113842,tt2351277,tt0051934,tt4604480
nm1124379	tt2789512
nm1185450	tt7238958,tt1179852,tt3273740,tt8312224,tt2591706,tt2767002,tt4580370,tt0009941,tt2676892
nm1199139	tt0472458,tt0202135,tt3815126
nm1214610	tt1986126,tt1233200,tt0198965,tt2388775,tt2194595,tt7975674
nm1341621	tt2098680,tt0317136,tt0312374,tt4580370
nm1618199	tt1886574,tt4456262,tt0237625
nm1618994	tt3711684,tt7082992,tt1198192,tt1198192
nm1619092	tt0103735,tt0321963,tt1742078,tt0105733,tt1279237,tt0009781,tt2194595,tt1642662
nm1619108	tt0377119
nm1619962	tt2369596,tt0316538,tt8068228,tt3157254,tt0045281,tt0345503,tt2591706,tt0059356
nm1647615	tt3959580,tt0175269,tt1076786
nm1751831	tt0416960,tt8787396,tt1007950
nm1843196	tt1899216,tt0057028,tt0377119,tt2376024,tt3815126,tt0459578,tt0472458,tt6765436,tt3429774
nm1879782	tt3009456,tt0358063,tt2767002,tt8726166,tt3597830,tt2156693
nm2124491	tt0077772,tt3429774,tt6765436,tt1553930
nm2170659	tt0202135,tt0472458,tt1395039,tt0009781,tt1791441,tt0167897,tt1631867,tt4269966,tt1395039
nm2212322	tt3797076,tt7382680,tt1927164,tt6192784
nm2213403	tt0145551,tt2124829,tt0231876,tt4359602
nm2269377	tt8342104,tt3429774,tt0154028,tt2767002,tt1392095,tt1007950,tt4269966,tt4269966,tt8726166
nm2301244	tt3527012,tt0312374,tt3828854,tt0231876,tt4580370,tt1742078,tt0323860,tt3317762,tt2351277
nm2305117	tt7238958,tt1450722,tt0045030,tt1553930,tt7435274,tt0261697
nm2307105	tt5228184,tt0172394
nm2308434	tt1631867,tt0312374,tt0040155,tt0180115,tt1725803,tt0199990,tt0180115,tt0077772,tt8342104
nm2893555	tt3711684,tt3194412
nm0398584	tt3828854,tt0009941
nm1330225	tt5754050,tt8342104,tt6968706,tt1332007,tt7419326,tt2676892,tt3815126
nm2583536	tt3157254
nm0033966	tt0316538,tt1392095,tt1450722,tt0180772,tt1863160,tt0077772,tt0058969,tt0009781,tt4456262
nm0383812	tt3815126,tt3815126,tt7238958,tt0459578,tt0040155,tt2098680,tt0198965,tt0146324
nm0181247	tt3597830,tt0070763,tt4760890
nm0246884	tt5228184
nm0718106	tt7659522,tt2960678,tt3157254,tt4359602,tt3290562
nm0912236	tt0358063,tt2194595,tt2386177,tt0823209,tt7238958,tt3810486
nm2365778	tt0261697,tt1267280,tt4799700,tt0077772,tt1263764,tt1830817,tt0293332
nm2861422	tt0145463,tt0093112,tt0075159,tt5238896,tt1986126,tt2203757,tt4580370,tt0058969
nm2864701	tt4945068,tt1395039,tt4799700,tt1179852,tt0113744,tt0317136,tt0180772
nm2868148	tt0172394,tt5238896
nm2868875	tt0023346,tt1863160,tt0261697,tt0001163
nm2077045	tt0009941,tt4942738
nm3255506	tt1986126,tt1712067
nm4960479	tt1631867,tt0172394,tt2182135,tt1729172,tt2419838,tt0186010
nm4969732	tt3429774,tt6464500,tt2436058,tt3745694,tt3429774,tt0051934,tt0084524
nm4999083	tt0075159,tt2203757,tt8068228,tt4799700
nm6442601	tt3828854,tt2124829,tt2436058,tt0372776,tt3874900
nm2593103	tt4799700,tt7238958,tt3079150,tt0009781,tt1076786,tt0093112,tt3113842,tt0154265,tt1863160
nm3832227	tt0266948,tt2194595,tt4580370,tt1899216,tt2960920
nm3832467	tt0266948,tt0045030,tt0146324,tt0012759,tt0145551
nm3833003	tt8068228,tt7419326,tt7419326,tt4440878
nm3836212	tt0438054,tt6498604,tt0051934,tt7382680,tt0009781
nm4008237	tt0145551,tt2376024,tt0317136,tt3745694,tt8726166
nm4178205	tt1592556,tt7094790,tt0345503,tt2591706,tt0312374,tt1742078,tt1198192
nm4211178	tt0053583,tt0015335,tt1725803,tt0070763,tt0220481,tt7238958,tt1233200
nm2262855	tt5238896
nm3307462	tt0053583,tt0139339,tt3815126
nm4142394	tt1927164,tt7659522,tt5695140
nm4250705	tt1279237,tt2388775
nm4670952	tt1863160,tt3797076,tt0034947
nm4988096	tt7297956,tt0129414,tt8068228,tt1279237,tt1986126,tt7699284,tt4829450
nm5828817	tt3273740,tt1279237,tt2194595,tt4269966,tt0045030,tt1886574,tt0051934
nm5828818	tt4456262,tt0321963,tt7382680,tt0105733,tt7975674,tt0009941
nm5828819	tt0823209,tt2351277,tt4799700,tt0009781,tt7238958,tt3874900,tt3711684
nm5828820	tt2528466,tt0202135,tt0045281,tt8334148,tt0051934,tt0220481,tt2244697
nm5828821	tt3317762,tt1736040
nm5828822	tt3810486,tt6498604,tt4359602,tt6498604,tt0293447,tt0027283,tt6464500,tt1642662
nm5828823	tt8342104,tt0145551,tt0167897,tt0075159,tt0105733,tt3009456
nm5828824	tt0172394,tt0323860
nm5828825	tt7659522
nm5828826	tt1167867,tt0459578,tt3273740,tt0416960,tt8312224,tt5780352,tt8613758
nm5828827	tt3959580,tt0199990,tt0202135
nm5828828	tt0167897,tt2386177,tt0129414,tt0220481,tt2369596,tt3273740,tt0180772,tt8312224,tt4604480
nm5828831	tt4604480,tt0316538,tt0009781,tt1233200,tt3113842,tt0034947,tt1791441
nm5828832	tt0329506,tt0317136,tt0051934,tt2388775,tt2734974
nm5828833	tt0154028,tt1986126,tt1986126,tt2767002,tt0372776,tt0154265,tt1233200
nm5828834	tt4760890,tt8342104
nm5828835	tt0459578,tt3527012,tt2351277,tt1076786,tt0416960,tt8342104,tt0823209,tt0154265,tt0198965
nm5828836	tt7435274,tt0377119,tt1886574,tt3810486,tt2767002,tt8287172
nm1602541	tt0312374,tt4604480,tt0186010,tt0459578,tt2933632,tt2203757,tt2156693
nm0053110	tt1392095,tt2386177,tt3273740
nm0084419	tt0438871,tt4665642,tt8312224
nm0182648	tt1553930,tt0312374,tt0312374,tt1198192,tt0059356,tt0040155,tt2591706,tt0175269
nm0216123	tt0318011,tt0193891
nm0245190	tt2967646,tt2528466,tt0180115,tt0180115,tt8334148,tt0034947,tt0323860,tt7435274
nm0331616	tt1007950
nm0332078	tt0293332,tt2386177,tt0316538,tt3810486,tt2194595,tt1670365,tt1198192,tt3113842
nm0350785	tt0180115,tt0321963,tt3597830,tt2098680,tt0040155,tt0329506
nm0521855	tt0051934,tt1553930,tt2676892,tt0051618,tt0261697
nm0561448	tt2386177,tt3079150,tt1655389,tt0459578,tt0220481
nm0633687	tt0035629,tt2960920,tt1395039,tt7382680,tt1461249,tt1886574,tt3828854,tt1927164
nm0693539	tt2436058,tt2182135,tt1655389,tt3828854
nm0756760	tt0145463,tt8312224,tt0172394,tt0329506,tt8726166,tt0180772,tt2194595,tt1742078
nm0842232	tt3157254,tt4440878,tt7975674,tt0167897,tt7975674
nm0842233	tt3157254,tt0316538,tt1392095,tt1729172,tt4760890,tt2967646,tt0318011
nm0490547	tt3157254,tt6498604,tt0010678,tt0061438
nm2634640	tt0154028,tt4799700,tt1887751,tt6192784,tt2528466,tt2388775,tt1669649,tt1725803
nm2747913	tt1927164,tt3290562
nm3251954	tt0084524,tt5754050,tt1076786,tt6464500,tt1669649,tt1742078,tt1360768
nm3252193	tt0034947,tt1899216,tt3745694,tt0377119,tt0045281,tt4829450,tt1267280,tt0438871,tt1830817
nm4916815	tt5780352,tt0202135,tt8287172,tt5780352,tt8068228
nm5176429	tt0070763,tt3009456,tt2194595,tt7659522,tt2194595
nm7715465	tt0084524,tt1267280,tt2789512,tt6968706,tt1899216,tt4604480,tt0312374,tt2386177,tt7297956
nm9263470	tt0358063,tt0113744,tt0172394,tt3113842,tt1791441,tt3429774
nm9421055	tt0103735
nm9948850	tt0139339,tt0023346,tt1642662,tt2376024,tt3113842
nm0474447	tt2369596,tt0053583,tt0058969,tt8347882,tt2388775,tt2591706,tt1830817
nm4332182	tt0059356,tt6192784,tt0129414,tt0198965,tt7238958,tt0154265
nm5030572	tt3194412,tt0074744,tt0105733,tt3317762,tt0220481
nm0091114	tt7975674,tt0113744,tt7238958,tt2591706,tt4456262,tt2156693,tt4359602
nm0218385	tt1899216,tt1642662,tt0008424,tt2124829,tt1736040,tt0103735,tt0084524,tt3273740,tt0008424
nm0379296	tt0145463,tt0338988
nm0482102	tt0059356,tt6464500,tt1669649,tt3874900,tt0316538,tt3527012,tt0293332,tt2960920,tt4760890
nm0598405	tt4359602,tt2967646,tt4580370,tt0317136,tt0172394,tt0823209,tt0027283,tt1360768,tt2528466
nm0617767	tt0404434,tt2194595
nm0813924	tt0321963
nm0844075	tt7094790,tt2960678,tt0009941,tt4440878,tt0186010,tt3527012
nm0844086	tt3810486,tt1461249,tt0198965,tt8342104,tt0202135,tt2436058,tt3745694
nm0896944	tt0358063,tt7382680,tt0051618,tt0193891,tt1986126,tt2960920,tt3711684
nm0072853	tt3874900,tt3429774,tt0823209
nm0165061	tt1395039,tt5695140,tt1670365,tt2933632,tt1263764,tt0012759,tt7297956,tt0358063
nm0182303	tt0103735,tt2351277,tt2388775,tt7094790,tt1263764,tt7699284
nm0206067	tt1140875
nm0288714	tt1450722,tt5614054,tt2194595,tt2436058,tt3194412,tt0293447,tt0237625
nm0310025	tt8287172,tt1791441,tt0318011,tt0172394
nm0360262	tt1279237,tt1742078,tt0180115,tt4269966,tt1233200
nm0365692	tt0010678,tt3113842,tt1592556,tt4440878,tt1198192,tt0077772,tt1076786,tt0012759,tt0010678
nm0366245	tt8068228,tt1830817,tt5614054,tt0293447,tt5695140,tt3745694,tt1729172,tt4456262
nm0371687	tt0009781,tt0329506,tt0167897,tt0027283,tt0077772,tt3828854,tt8347882
nm0372214	tt1899216,tt1167867,tt3815126,tt0261697
nm0486538	tt0009781
nm0533131	tt0001163,tt1886574,tt7238958,tt0009941,tt3745694,tt1461249
nm0536114	tt8787396,tt1736040,tt4359602,tt0057028,tt2767002
nm0573793	tt0035629,tt0438054,tt0103735,tt2351277,tt0154265,tt0823209,tt0180772
nm0591695	tt7419326,tt3711684,tt4580370,tt4604480
nm0615463	tt0105733,tt3527012,tt0293447,tt1461249,tt3959580,tt8726166,tt1392095,tt0001163,tt0293447
nm0861185	tt3597830,tt2376024
nm0873754	tt0338988,tt1279237,tt3009456,tt0237625
nm0923664	tt0139339,tt2967646
nm1508451	tt2960678,tt3273740,tt0070763
nm3746414	tt0293447,tt6498604,tt0034947,tt1742078,tt0237625,tt0202135,tt0317136,tt3290562
nm5431678	tt0372776,tt0053583,tt1179852,tt0377119,tt8334148,tt0009941,tt0293332,tt2528466,tt0438871
nm5457618	tt0084524,tt2436058
nm5869752	tt1874759,tt7435274,tt0438054
nm5869753	tt6968706,tt3290562
nm5869776	tt0034947,tt0377119,tt0129414,tt1830817,tt2194595
nm5869778	tt0145463,tt0057028
nm5869779	tt1830817,tt6498604,tt0035629,tt1725803,tt0438871,tt4942738,tt0416960,tt2386177
nm5869780	tt8312224,tt0045281,tt2124829,tt0034947,tt2369596,tt3815126,tt3711684
nm5869781	tt0010678
nm5869782	tt1198192,tt4456262,tt1479958,tt0172394,tt3738976,tt2591706,tt1076786,tt0113744,tt0321963
nm5869783	tt2156693,tt2098680,tt1177963
nm5869784	tt8347882,tt1267280,tt0105733,tt7699284
nm5869785	tt2388775,tt0075159,tt2960920,tt0034947,tt1140875,tt8312224,tt0293332,tt3009456,tt1592556
nm5962516	tt1233200,tt5780352,tt3079150,tt1670365,tt0040155,tt3113842,tt3874900
nm0936552	tt7699284,tt1177963,tt0193891,tt8068228,tt0329506,tt7659522,tt0093112,tt3874900,tt1450722
nm1590025	tt1642662,tt1167867,tt3273740,tt4942738,tt3429774
nm0944357	tt1886574,tt0034947,tt1986126,tt0220481,tt3009456,tt3828854
nm1481575	tt1140875,tt0167897,tt2098680,tt0053583,tt0317136,tt5780352,tt1461249,tt2436058
nm2914390	tt7094790,tt0010678,tt3874900,tt0345503,tt5695140,tt0416960
nm2914677	tt8068228,tt1177963,tt3797076,tt1887751,tt0009781,tt8334148,tt2789512,tt8787396,tt3317762
nm0776858	tt3317762,tt1874759,tt1655389,tt0074744,tt0045281,tt1553930,tt0057028
nm1051842	tt0154028,tt0012759
nm0111895	tt1395039,tt1198192,tt8420192,tt3738976
nm0205156	tt7238958,tt0084524,tt2960920,tt7238958,tt3828854,tt0377119,tt5754050,tt8334148,tt0372776
nm0423959	tt1736040,tt1874759,tt2388775,tt8787396,tt2436058,tt3745694
nm0544202	tt0040155,tt0198965,tt8613758,tt0145551
nm0609864	tt0167897,tt1655389,tt0145551,tt0202135,tt2098680,tt1736040,tt0045281,tt0172394,tt2528466
nm0703736	tt7659522,tt0404434,tt0146324,tt4760890,tt2591706,tt3527012,tt4945068
nm0756340	tt7975674,tt6968706,tt2789512
nm0821146	tt7659522,tt0139339
nm0874995	tt1825906,tt1825906,tt0058969,tt2767002,tt0318011,tt2676892,tt1825906,tt8342104
nm4796035	tt4604480,tt0009941,tt1863160,tt0027283,tt1360768,tt2351277
nm4808837	tt7238958,tt1887751,tt0372776,tt0061438
nm4809736	tt1395039,tt0093112,tt7297956,tt0027283,tt2376024
nm4810335	tt2676892,tt2369596
nm0266552	tt3194412,tt3290562
nm0549548	tt0199990,tt8726166
nm0844506	tt5695140,tt1729172,tt0293447,tt2789512,tt0015335,tt1712067,tt0438871,tt4760890
nm1296321	tt5614054,tt0053583,tt3745694,tt1830817,tt1167867,tt7382680,tt7094790,tt1076786
nm1355198	tt0012759,tt0084524,tt8312224,tt3527012,tt0312374
nm1816071	tt0154028
nm1816176	tt3810486,tt4440878,tt2351277,tt2960920,tt0317136,tt0040155,tt2351277
nm1816222	tt0472458,tt1655389,tt7382680,tt0198965,tt0027283,tt2789512,tt2386177
nm1816636	tt7297956,tt0075159,tt0318011,tt0154028,tt0438871,tt0113744,tt7699284,tt2124829,tt1360768
nm1816827	tt5238896,tt0293332,tt8347882,tt6192784,tt4269966,tt0105733,tt1450722,tt0145463
nm1816960	tt3815126,tt0061438,tt0318011
